,timestamp,esgScore,governanceScore,environmentScore,socialScore
42,2020-01-01,17.21,6.6,0.81,9.79
43,2020-02-01,17.21,6.6,0.81,9.79
44,2020-03-01,17.21,6.6,0.81,9.79
48,2020-07-01,17.35,6.69,0.67,9.98
49,2020-08-01,17.41,6.69,0.67,10.04
51,2020-10-01,17.34,6.72,0.69,9.93
54,2021-01-01,17.34,6.72,0.69,9.93
55,2021-02-01,17.34,6.72,0.69,9.93
56,2021-03-01,17.34,6.72,0.69,9.93
58,2021-05-01,17.37,6.74,0.69,9.93
62,2021-09-01,12.14,6.46,0.76,4.92
67,2022-02-01,12.14,6.46,0.76,4.92
70,2022-05-01,11.94,6.25,0.76,4.92
73,2022-08-01,11.94,6.25,0.76,4.92
86,2023-09-01,10.69,5.6,0.95,4.14
